p_id	e_id	cell_line	modification	effect	time	comment	stimuli	controls
PI3K	GSE10086d	BT474 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254937	GSM254938
PI3K	GSE10086e	SKBR3 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254939	GSM254940
PI3K	GSE10086f	COLO205 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254941	GSM254942
PI3K	GSE10086g	HT29 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254943	GSM254944
PI3K	GSE10086h	MALME3M cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254945	GSM254946
PI3K	GSE10086i	SKMEL1 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254947	GSM254948
PI3K	GSE10086j	SKMEL5 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254949	GSM254950
PI3K	GSE10086k	SKMEL19 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254951	GSM254952
PI3K	GSE10086l	SKMEL28 cells	treated with PD0325901, MEK inhibitor	activation	8 h	1 replicate each, mainly activating PI3K pathway, 12 different cell lines	GSM254953	GSM254954
PI3K	GSE14934c	HEK-HT (kidney)	Ras (G12V,Y40C) activation mutants	activation	not specified	mutants said to be mostly activating PI3K	GSM373089,GSM373094,GSM373099,GSM373104,GSM373109	GSM373093,GSM373098,GSM373103,GSM373108,GSM373113
PI3K	GSE17785a	MCF10A cells	PI3K activated mutants	activation	not indicated	3 replicates each	GSM443978,GSM443979,GSM443980	GSM443984,GSM443985,GSM443986
PI3K	GSE17785b	MCF10A cells	treated with GDC-0941. a PI3K inhibitor	inhibition	4 h	3 replicates each	GSM443978,GSM443979,GSM443980	GSM443981,GSM443982,GSM443983
PI3K	GSE26599	HB4a cells	treated with rapamycin	inhibition	not indicated	5 replicates each, rapamycin inhibits mTOR --> inhibition of PI3K pathway	GSM654640,GSM654641,GSM654642,GSM654643,GSM654644	GSM654650,GSM654651,GSM654652,GSM654653,GSM654654
PI3K	GSE3737	PC3 (prostate cancer cell)	treatment with arachidonic acid (AA) should activate PI3K	activation	2 h		GSM86082	GSM86085,GSM86086
PI3K	GSE6521b	MCF-7 breast cancer cells	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	activation	0.75 h	besides PI3K also all non Raf Ras targets activated	GSM149913	GSM149933
PI3K	GSE6521c	MCF-7 breast cancer cells	Treatment with U0126 (MEK inhibitor) + HRG (heregulin ErbB3 Ligand)	activation	1.5 h	besides PI3K also all non Raf Ras targets activated	GSM149913	GSM149935
PI3K	GSE7403b	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior U0126 treatment	activation	0.5 h		GSM178575,GSM178576	GSM178571,GSM178572
PI3K	GSE7403d	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior U0126 treatment	activation	1 h		GSM178583	GSM178579,GSM178580
PI3K	GSE7403f	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior U0126 treatment	activation	2 h		GSM178590,GSM178591	GSM178586,GSM178587
PI3K	GSE7403h	SH-SY5Y (Neuroblastoma cells)	PDGF treatment with 60 min prior U0126 treatment	activation	4 h		GSM178606,GSM178607	GSM178602,GSM178603
PI3K	GSE7562a	A431	PTEN hcRNA knockdown	activation	not specified (until log Phase)		GSM183432,GSM183433	GSM183434,GSM183435
PI3K	GSE7562b	HCC827	PTEN hcRNA knockdown	activation	not specified (until log Phase)		GSM183436,GSM183437	GSM183438,GSM183439
PI3K	GSE7562c	SKBR3	PTEN hcRNA knockdown	activation	not specified (until log Phase)		GSM183440,GSM183441	GSM183442,GSM183443
PPAR	GSE16385a	primary monocytes	treated with 1mM rosiglitazone, a PPARg agonist	activation	4 h	1 replicate each, differently activated macrophages	GSM411184	GSM411185
PPAR	GSE16385b	primary IL4 activated monocytes	treated with 1mM rosiglitazone, a PPARg agonist	activation	4 h	1 replicate each, differently activated macrophages	GSM411186	GSM411187
PPAR	GSE16385c	primary IFNg/TNFa activated monocytes	treated with 1mM rosiglitazone, a PPARg agonist	activation	4 h	1 replicate each, differently activated macrophages	GSM411188	GSM411189
PPAR	GSE16386a	primary IL4 activated monocytes	treated with 100 ng/ml rosiglitazone, a PPARg agonist	activation	6 h	2 replicates each, 2 donors	GSM411223,GSM411224	GSM411225,GSM411226
PPAR	GSE16386b	primary IL4 activated monocytes	treated with 100 ng/ml rosiglitazone, a PPARg agonist	activation	6 h	2 replicates each, 2 donors	GSM411227,GSM411228	GSM411229,GSM411230
PPAR	GSE17251a	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432140	GSM432139
PPAR	GSE17251b	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432144	GSM432143
PPAR	GSE17251c	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432148	GSM432147
PPAR	GSE17251d	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432152	GSM432151
PPAR	GSE17251e	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432156	GSM432155
PPAR	GSE17251f	primary hepatocytes	treated with 50µM Wy14643, a PPARa agonist	activation	6 h	1 replicate each, 6 donors	GSM432160	GSM432159
PPAR	GSE25547	HepG2 cells	treated with 100nM GW7647, a PPARa agonist	activation	6 h	3 replicates each	GSM627985,GSM627986,GSM627987	GSM627988,GSM627989,GSM627990
PPAR	GSE5258PPAR	MCF7 cells	treated with 10µM rosiglitazone, a PPARg agonist	activation	6 h	2 replicates each	GSM119067,GSM119103	GSM119249,GSM119206
PPAR	GSE8658a	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214750	GSM214751
PPAR	GSE8658b	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214752	GSM214753
PPAR	GSE8658c	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214754	GSM214755
PPAR	GSE8658d	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214756	GSM214763
PPAR	GSE8658e	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214764	GSM214766
PPAR	GSE8658f	monocyte derived dendritic cells	treated with 1µM rosiglitazone, a PPARg agonist	activation	6 h	1 replicate each, 6 donors	GSM214767	GSM214769
RAR	GSE14426a	pancreatic stellate cell line	treated with 1µM all-trans retinoid acid	activation	0.5 h	3 replicates each, part of time series, time resolved controls	GSM360282,GSM360283,GSM360284	GSM360285,GSM360286,GSM360287
RAR	GSE14426b	pancreatic stellate cell line	treated with 1µM all-trans retinoid acid	activation	4 h	3 replicates each, part of time series, time resolved controls	GSM360288,GSM360289,GSM360290	GSM360291,GSM360292,GSM360293
RAR	GSE14500a	HL60 neutrophil progenitor cells	treated with 1µM all-trans retinoid acid	activation	2 h	1 replicate each, part of time series, time respective control	GSM362155	GSM362143
RAR	GSE14500b	HL60 neutrophil progenitor cells	treated with 1µM all-trans retinoid acid	activation	4 h	1 replicate each, part of time series, time respective control	GSM362156	GSM362144
RAR	GSE19201	NB4 cells	treated with all-trans retinoid acid	activation	4 h	1 replicate each	GSM475993	GSM475994
RAR	GSE22298a	primary epidermal karatinocytes	treated with 1µM all-trans retinoid acid	activation	1 h	1 replicate each, part of time series, time resolved controls	GSM555039	GSM555044
RAR	GSE22298b	primary epidermal karatinocytes	treated with 1µM all-trans retinoid acid	activation	4 h	1 replicate each, part of time series, time resolved controls	GSM555040	GSM555045
RAR	GSE24731	HL60 leukemia cells	treated with 100nM retinoid acid	activation	4 h	4 replicates each, contain control vector	GSM609174,GSM609175,GSM609176,GSM609177	GSM609185,GSM609186,GSM609187,GSM609188
RAR	GSE29213	NB4 leukemia cells	treated with 10nM retinoid acid	activation	4 h	4 replicates each, contain control vector	GSM722534,GSM722535,GSM722536,GSM722537	GSM722538,GSM722539,GSM722540,GSM722541
TGFb	GSE13837a1	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	1 h	1 replicate each, part of time series, several patients	GSM347191	GSM347194
TGFb	GSE13837a2	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	2 h	1 replicate each, part of time series, several patients	GSM347191	GSM347197
TGFb	GSE13837a3	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	4 h	1 replicate each, part of time series, several patients	GSM347191	GSM347330
TGFb	GSE13837b1	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	1 h	1 replicate each, part of time series, several patients	GSM347340	GSM347733
TGFb	GSE13837b2	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	2 h	1 replicate each, part of time series, several patients	GSM347340	GSM347734
TGFb	GSE13837b3	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	4 h	1 replicate each, part of time series, several patients	GSM347340	GSM347735
TGFb	GSE13837c1	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	1 h	1 replicate each, part of time series, several patients	GSM347799	GSM347765
TGFb	GSE13837c2	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	2 h	1 replicate each, part of time series, several patients	GSM347799	GSM347766
TGFb	GSE13837c3	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	4 h	1 replicate each, part of time series, several patients	GSM347799	GSM347767
TGFb	GSE13837d1	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	1 h	1 replicate each, part of time series, several patients	GSM347845	GSM347841
TGFb	GSE13837d2	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	2 h	1 replicate each, part of time series, several patients	GSM347845	GSM347842
TGFb	GSE13837d3	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	4 h	1 replicate each, part of time series, several patients	GSM347845	GSM347843
TGFb	GSE13837e1	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	1 h	1 replicate each, part of time series, several patients	GSM348030	GSM348024
TGFb	GSE13837e2	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	2 h	1 replicate each, part of time series, several patients	GSM348030	GSM348027
TGFb	GSE13837e3	primary synovial fibroblasts	treated with 10ng/ml TGF-beta	activation	4 h	1 replicate each, part of time series, several patients	GSM348030	GSM348028
TGFb	GSE14491	MDA-MB-231 metastatic breast cell line	treated with 5µg/ml TGF-beta	activation	3 h	4 replicate each, transfected with shGFP	GSM361954,GSM361955,GSM361956,GSM361957	GSM361958,GSM361959,GSM361960,GSM361961
TGFb	GSE1724	lung fibroblasts	treated with 4 ng/ml TGF-beta	activation	4 h	3 replicates each	GSM29911,GSM29915,GSM29918	GSM29913,GSM29916,GSM29919
TGFb	GSE17708a	A549 lung carcinoma cell line	treated with 5ng/ml TGF-beta	activation	0.5 h	3 replicates each, part of time series	GSM442026,GSM442027,GSM442028	GSM442029,GSM442030,GSM442031
TGFb	GSE17708b	A549 lung carcinoma cell line	treated with 5ng/ml TGF-beta	activation	1 h	3 replicates each, part of time series	GSM442026,GSM442027,GSM442028	GSM442032,GSM442033,GSM442034
TGFb	GSE17708c	A549 lung carcinoma cell line	treated with 5ng/ml TGF-beta	activation	2 h	3 replicates each, part of time series	GSM442026,GSM442027	GSM442035,GSM442036
TGFb	GSE17708d	A549 lung carcinoma cell line	treated with 5ng/ml TGF-beta	activation	4 h	3 replicates each, part of time series	GSM442026,GSM442027,GSM442028	GSM442037,GSM442038,GSM442039
TGFb	GSE17860	osteoblast cell line	treated with 10ng/ml TGF-beta	activation	6 h	3 replicates each	GSM445699,GSM445701,GSM445703	GSM445698,GSM445700,GSM445702
TGFb	GSE1802a	human umbilical cord blood CD34+ cells	treated with TGF-beta	activation	2 h	3 replicates each, part of time series	GSM31092,GSM31093,GSM31094	GSM31096,GSM31097,GSM31098
TGFb	GSE1802b	human umbilical cord blood CD34+ cells	treated with TGF-beta	activation	4 h	4 replicates each, part of time series	GSM31092,GSM31093,GSM31094,GSM31094	GSM31099,GSM31100,GSM31101,GSM31102
TGFb	GSE1805a	M091	treated with 10 ng/ml TGF-beta	activation	2 h	3 replicates each, part of time series	GSM31117,GSM31119,GSM31120	GSM31122,GSM31123,GSM31124
TGFb	GSE1805b	M091	treated with TGF-beta	activation	4 h	2 replicates each, part of time series	GSM31117,GSM31119	GSM31126,GSM31127
TGFb	GSE23935a	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589933	GSM589934
TGFb	GSE23935b	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589935	GSM589936
TGFb	GSE23935c	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589937	GSM589938
TGFb	GSE23935d	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589939	GSM589940
TGFb	GSE23935e	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589941	GSM589942
TGFb	GSE23935f	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589943	GSM589944
TGFb	GSE23935g	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589945	GSM589946
TGFb	GSE23935h	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589947	GSM589948
TGFb	GSE23935i	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589949	GSM589950
TGFb	GSE23935j	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589951	GSM589952
TGFb	GSE23935k	primary glioblastoma	treated with LY2109761, TGF-beta receptor inhibitor	inhibition	3 h	1 replicate each	GSM589953	GSM589954
TGFb	GSE27526	A2780	treated with 10ng/ml TGF-beta1	activation	3 h	3 replicates each	GSM687585,GSM687586,GSM687587	GSM687582,GSM687583,GSM687584
TGFb	GSE28590	HepG2 hepatoblastoma cells	treated with 3ng/ml TGF-beta	activation	1.5 h	1 replicate each	GSM707672	GSM707673
TGFb	GSE30004a	primary vascular smooth muscle cells	treated with 1ng/ml TGF-beta	activation	6 h	3 replicates each	GSM742529,GSM742533,GSM742537	GSM742517,GSM742521,GSM742525
TGFb	GSE30004b	primary vascular smooth muscle cells	treated with 1ng/ml TGF-beta	activation	6 h	3 replicates each	GSM742530,GSM742534,GSM742538	GSM742518,GSM742522,GSM742526
TGFb	GSE30004c	primary vascular smooth muscle cells	treated with 1ng/ml TGF-beta	activation	6 h	3 replicates each	GSM742531,GSM742535,GSM742539	GSM742519,GSM742523,GSM742527
TGFb	GSE5150a	CD34+ hematopoietic stem/progenitor cells	treated with TGF-beta	activation	2 h	1 replicate each, part of time series	GSM116315	GSM116316
TGFb	GSE5150b	CD34+ hematopoietic stem/progenitor cells	treated with TGF-beta	activation	4 h	1 replicate each, part of time series	GSM116315	GSM116317
TGFb	GSE5151	dendritic cells	treated with 10 ng/ml TGF-beta1	activation	4 h	1 replicate	GSM116323	GSM116324
TGFb	GSE6653a	IOSE - immortalized ovarian surface epithelial cells	treated with TGF-beta1	activation	3 h	2 replicates each, part of time series	GSM154124,GSM154125	GSM154126,GSM154127
TGFb	GSE6653b	IOSE - immortalized ovarian surface epithelial cells	treated with TGF-beta1	activation	6 h	2 replicates each, part of time series	GSM154124,GSM154125	GSM154128,GSM154129
TGFb	GSE8730a	odontoblasts	treated with TGF-beta1	activation	1 h	1 replicate	GSM216537	GSM216538
TGFb	GSE8730b	pulp tissue	treated with TGF-beta1	activation	1 h	1 replicate, part of time series	GSM216541	GSM216546
TGFb	GSE8730c	pulp tissue	treated with TGF-beta1	activation	5 h	1 replicate, part of time series	GSM216543	GSM216547
TNFa	GSE11115	U3OS cells expressing additional estrogen receptor	treated with TNFa	activation	1h h	3-4 replicates each, doxycyline induction of ER expression	GSM280387,GSM280388,GSM280389	GSM280379,GSM280380,GSM280381,GSM280382
TNFa	GSE13206a	HeLa cells	treated with 5 ng/ml TNFa	activation	1.5 h	1 replicate each, part of time series, shControl transfected	GSM333597	GSM333591
TNFa	GSE13206b	HeLa cells	treated with 5 ng/ml TNFa	activation	6 h	1 replicate each, part of time series, shControl transfected	GSM333597	GSM333594
TNFa	GSE13837a	synovial fibroblasts, female, age 65, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM347191,GSM347193	GSM347196
TNFa	GSE13837b	synovial fibroblasts, female, age 65, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM347191,GSM347193	GSM347328
TNFa	GSE13837c	synovial fibroblasts, female, age 65, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM347191,GSM347193	GSM347332
TNFa	GSE13837d	synovial fibroblasts, male, age 56, osteoarthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM347340,GSM347342	GSM347737
TNFa	GSE13837e	synovial fibroblasts, male, age 56, osteoarthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM347340,GSM347342	GSM347738
TNFa	GSE13837f	synovial fibroblasts, male, age 56, osteoarthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM347340,GSM347342	GSM347739
TNFa	GSE13837g	synovial fibroblasts, male, age 65, osteoarthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM347764,GSM347745	GSM347746
TNFa	GSE13837h	synovial fibroblasts, male, age 65, osteoarthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM347764,GSM347745	GSM347747
TNFa	GSE13837i	synovial fibroblasts, male, age 65, osteoarthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM347764,GSM347745	GSM347748
TNFa	GSE13837j	synovial fibroblasts, female, age 57, osteoarthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM347799,GSM347840	GSM347819
TNFa	GSE13837k	synovial fibroblasts, female, age 57, osteoarthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM347799,GSM347840	GSM347837
TNFa	GSE13837l	synovial fibroblasts, female, age 57, osteoarthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM347799,GSM347840	GSM347838
TNFa	GSE13837m	synovial fibroblasts, female, age 57, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM347845,GSM348023	GSM348017
TNFa	GSE13837n	synovial fibroblasts, female, age 57, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM347845,GSM348023	GSM348018
TNFa	GSE13837o	synovial fibroblasts, female, age 57, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM347845,GSM348023	GSM348020
TNFa	GSE13837p	synovial fibroblasts, female, age 67, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	1 h	always compared to the 0 h time point	GSM348030,GSM348037	GSM348031
TNFa	GSE13837q	synovial fibroblasts, female, age 67, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	2 h	always compared to the 0 h time point	GSM348030,GSM348037	GSM348034
TNFa	GSE13837r	synovial fibroblasts, female, age 67, rheumatoid arthritis	treated with TNFa 10 ng/ml	activation	4 h	always compared to the 0 h time point	GSM348030,GSM348037	GSM348035
TNFa	GSE1474a	CaCo-2 (Colon cell line)	treated with TNFa	activation	4 h	3 replicates each	GSM24832,GSM24833,GSM24834	GSM24841,GSM24842,GSM24843
TNFa	GSE1474b	T84	treated with TNFa	activation	4 h	3 replicates each	GSM24844,GSM24845,GSM24846	GSM24853,GSM24854,GSM24855
TNFa	GSE1541a	A549 (Alveolar Epithelial Cells line)	treated with TNFa 20 ng/ml	activation	1 h		GSM26477,GSM26478	GSM26489,GSM26490
TNFa	GSE1541b	A549 (Alveolar Epithelial Cells line)	treated with TNFa 20 ng/ml	activation	4 h		GSM26479,GSM26480	GSM26491,GSM26492
TNFa	GSE16251aTNFa	primary PBMCs	treated with TNFa	activation	0.5 h	1 replicate each, part of time series, time respective control	GSM409180	GSM409184
TNFa	GSE16251bTNFa	primary PBMCs	treated with TNFa	activation	1 h	1 replicate each, part of time series, time respective control	GSM409182	GSM409140
TNFa	GSE16251cTNFa	primary PBMCs	treated with TNFa	activation	4 h	1 replicate each, part of time series, time respective control	GSM409178	GSM409174
TNFa	GSE16650	Beas-B2 (Human Bronchial Epithelial Cells)	treated with TNFa 20 ng/ml	activation	4 h	2 replicates each	GSM417770,GSM417776	GSM417774,GSM417780
TNFa	GSE21727TNFa	trabecular bone cells	treated with TNFa	activation	2 h	3 replicates each, time respective control	GSM542107,GSM542108,GSM542109	GSM542104,GSM542105,GSM542106
TNFa	GSE22807	DU145 prostate cancer cells	treated with 10 ng/ml TNFa	activation	1.5 h	2 replicates each	GSM563798,GSM563799	GSM563802,GSM563803
TNFa	GSE2489a	Epidermis Keratinocytes	treated with TNFa	activation	1 h		GSM47302,GSM47304	GSM47311
TNFa	GSE2489b	Epidermis Keratinocytes	treated with TNFa	activation	4 h		GSM47305,GSM47306	GSM47312
TNFa	GSE2624a	human cervical epithelioid carcinoma cell line HeLa expressing tTA pBI-EGFP- IkBa Mut	treated with TNFa 25ng/ml and Doxycyline (2 mg/ml) to take IKB-inhibition away	activation	1 h	mutant cell line	GSM50301,GSM50310,GSM50319,GSM50327	GSM50302,GSM50312,GSM50320,GSM50328
TNFa	GSE2624b	human cervical epithelioid carcinoma cell line HeLa expressing tTA pBI-EGFP- IkBa Mut	treated with TNFa 25ng/ml and Doxycyline (2 mg/ml) to take IKB-inhibition away	activation	3 h	mutant cell line	GSM50301,GSM50310,GSM50319,GSM50327	GSM50304,GSM50313,GSM50321,GSM50329
TNFa	GSE2638	HMECs	treated with 2ng/ml TNFa	activation	5 h	3 replicates each	GSM50771,GSM50772,GSM50773	GSM50774,GSM50775,GSM50776
TNFa	GSE2639	HUVECs	treated with 2ng/ml TNFa	activation	5 h	4 replicates each	GSM50777,GSM50778,GSM50779,GSM50780	GSM50781,GSM50782,GSM50783,GSM50784
TNFa	GSE26868a	HeLa cells	treated with 10 ng/ml TNFa	activation	2 h	2 replicates each, comparison 2 cell lines	GSM661462,GSM661463	GSM661464,GSM661465
TNFa	GSE26868b	THP1 cells	treated with 10 ng/ml TNFa	activation	2 h	3 replicates each, comparison 2 cell lines	GSM661466,GSM661467,GSM661468	GSM661469,GSM661470,GSM661471
TNFa	GSE28548	HEK293 cells	treated with TNFa	activation	1 h	3 replicates each	GSM707024,GSM707025,GSM707026	GSM707027,GSM707028,GSM707029
TNFa	GSE516	human arthritic synoviocytes	treated with TNFa	activation	4 h		GSM7735	GSM7736
TNFa	GSE8166		treated with TNFa 1ng/ml cultured in M199 medium	activation	3 h		GSM202176	GSM202183
TNFa	GSE9055a	HUVEC (Human umbilical vein cells)	treated with TNFa 10 ng/ml after 18 h serum starvation	activation	0.5 h	time series every 15 min until 8 h	GSM229941	GSM229910
TNFa	GSE9055b	HUVEC (Human umbilical vein cells)	treated with TNFa 10 ng/ml after 18 h serum starvation	activation	1 h	time series every 15 min until 8 h	GSM229941	GSM229912
TNFa	GSE9055c	HUVEC (Human umbilical vein cells)	treated with TNFa 10 ng/ml after 18 h serum starvation	activation	2 h	time series every 15 min until 8 h	GSM229941	GSM229916
TNFa	GSE9055d	HUVEC (Human umbilical vein cells)	treated with TNFa 10 ng/ml after 18 h serum starvation	activation	4 h	time series every 15 min until 8 h	GSM229941	GSM229924
Trail	GSE32441a	HT1080 fibrosarcoma cells	treated with 50 ng/ml TRAIL	activation	6 h	1 replicate each, control and treated cells were additionally treated with 0.25 µg/ml doxorubicin	GSM802717	GSM802719
Trail	GSE32441b	HT1080 fibrosarcoma cells	treated with 50 ng/ml TRAIL	activation	6 h	1 replicate each, control and treated cells were additionally treated with 4 µg/ml trabectedin	GSM802713	GSM802715
Trail	GSE32441c	HT1080 fibrosarcoma cells	treated with 50 ng/ml TRAIL	activation	6 h	1 replicate each, control and treated cells were additionally treated with 1.5 µg/ml mafosfamide	GSM802721	GSM802723
Trail	GSE8346	T4-2 breat epithelial cells	treated with 1 µg/ml TRAIL	activation	4 h	4 replicates each, contain control vector, 3D culture	GSM206809,GSM206827,GSM206828,GSM206829	GSM206834,GSM206835,GSM206836,GSM206837
VEGF	GSE10778aVEGF	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	30 min	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272113	GSM272114
VEGF	GSE10778bVEGF	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	1 h	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272113	GSM272115
VEGF	GSE10778cVEGF	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	2.5 h	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272113	GSM272116
VEGF	GSE10778d	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	30 min	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272122	GSM272123
VEGF	GSE10778e	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	1 h	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272122	GSM272124
VEGF	GSE10778f	HUVEC (human umbilical vein endothelial cells)	treatment with 100ng VEGF	activation	2.5 h	time series (0.5, 1, 2.5, 6 h), 2 Chips HG-U133A and B	GSM272122	GSM272125
VEGF	GSE11228a	LEC (Human dermal lymphatic endothelial cells)	treatment with VEGF-A165 (20ng/ml)	activation	1 h	time series (1, 4, 8, 24 h)	GSM283080,GSM283081,GSM283082	GSM283083,GSM283084,GSM283085
VEGF	GSE11228b	LEC (Human dermal lymphatic endothelial cells)	treatment with VEGF-A165 (20 ng/ml)	activation	4 h	time series (1, 4, 8, 24 h)	GSM283080,GSM283081,GSM283082	GSM283086,GSM283087,GSM283088
VEGF	GSE11228c	LEC (Human dermal lymphatic endothelial cells)	treatment with VEGF-C (500 ng/ml)	activation	1 h	time series (1, 4, 8, 24 h)	GSM283080,GSM283081,GSM283082	GSM283095,GSM283096,GSM283097
VEGF	GSE11228d	LEC (Human dermal lymphatic endothelial cells)	treatment with VEGF-C (500 ng/ml)	activation	4 h	time series (1, 4, 8, 24 h)	GSM283080,GSM283081,GSM283082	GSM283098,GSM283099,GSM283100
VEGF	GSE15464a	HUVECs	treated with 100ng/ml VEGF-A165	activation	30 min	1 replicate, part of time series	GSM385333	GSM385338
